ticketNo,lotNo,validity,validTill,details,ticketFor,cost
07301AD2FA33488AA662386C95879EA3,A47,n,,"SKI Dubai, Classic",adult,160
B5AE626650894F33B5F3B57BEDE3E4B8,A48,n,,"SKI Dubai, Classic",adult,160
B966551C0D0B4298B2EE54FA0C8F5D85,A49,n,,"SKI Dubai, Classic",child,160
62495B18F1B140DB86BE5B14DDF5E37C,A50,n,,"SKI Dubai, Classic",child,160
C887485FFE2B4642B3670494D03DC518,A51,n,,"SKI Dubai, Classic",child,160
9689312A62D3437DBF63D61F42F7E01B,A52,n,,"SKI Dubai, Classic",child,160
C70F3267B5E14E6EAA5F8F54D1DD3140,A53,n,,"SKI Dubai, Classic",child,160
9E13E36EBE2647F59A7B1EB44C0988EE,A54,n,,"SKI Dubai, Classic",child,160
6E99BAAA99CD428485151A1CCB8C869B,A55,n,,"SKI Dubai, Classic",child,160
DA182AA04F1A483A8D721603D44580A1,A56,n,,"SKI Dubai, Classic",child,160
85FEE27AD028403C9BF046C05868EF17,A57,n,,"SKI Dubai, Classic",child,160
984166ECB0F549979CDA6EE3E7250BB6,A58,n,,"SKI Dubai, Classic",child,160
4E64F2FA50704156B59D0FEF7425A4A8,A59,n,,"SKI Dubai, Classic",child,160
12C6DE89ADAE48598A6D44F682F59F96,A60,n,,"SKI Dubai, Classic",child,160
DC65F68E065F4E179A38EB45BE1976CB,A61,n,,"SKI Dubai, Classic",child,160
